date_on_site,title,section,category,status,site_url,content_file,facebook_primary_source,facebook_other_sources,media_count,media_files,notes
2025-01-09,Звіт по дронах: співпраця з «Social Drone» для 210 ОШП,reports,zsu,already_on_live_site,https://avku.org/reports/#report-report-2025-fpv-210-social-drone,apps/web/src/content/reports/report-2025-fpv-210-social-drone.md,,,4,images/gallery/Фото звіт 2025/12-1.jpg | images/gallery/Фото звіт 2025/12-2.jpg | images/gallery/Фото звіт 2025/12-3.jpg | images/gallery/Фото звіт 2025/12-4.jpg,Дата из сайта; даты события и Facebook-публикации независимо не проверены. В записи нет ссылки на исходный Facebook-пост.
2025-01-09,Домашнє тепло для героїв: смаколики у реабілітаційний центр,reports,partners,already_on_live_site,https://avku.org/reports/#report-report-2025-sviatoshyn-rehab-treats,apps/web/src/content/reports/report-2025-sviatoshyn-rehab-treats.md,,,8,images/gallery/Фото звіт 2025/13-1.jpg | images/gallery/Фото звіт 2025/13-2.jpg | images/gallery/Фото звіт 2025/13-3.jpg | images/gallery/Фото звіт 2025/13-4.jpg | images/gallery/Фото звіт 2025/13-5.jpg | images/gallery/Фото звіт 2025/13-6.jpg | images/gallery/Фото звіт 2025/13-7.jpg | images/gallery/Фото звіт 2025/13-8.jpg,Дата из сайта; даты события и Facebook-публикации независимо не проверены. В записи нет ссылки на исходный Facebook-пост.
2025-01-14,Одяг та аптечки на фронт: допомога від партнерів,reports,partners,already_on_live_site,https://avku.org/reports/#report-report-2025-samaritans-witt-aid,apps/web/src/content/reports/report-2025-samaritans-witt-aid.md,,,4,images/gallery/Фото звіт 2025/17-1.jpg | images/gallery/Фото звіт 2025/17-2.jpg | images/gallery/Фото звіт 2025/17-3.jpg | images/gallery/Фото звіт 2025/17-4.jpg,Дата из сайта; даты события и Facebook-публикации независимо не проверены. В записи нет ссылки на исходный Facebook-пост.
2025-01-15,Свято для дітей: благодійна вистава від Dance Studio Luna,reports,partners,already_on_live_site,https://avku.org/reports/#report-report-2025-luna-kids-charity,apps/web/src/content/reports/report-2025-luna-kids-charity.md,,,2,images/gallery/Фото звіт 2025/18-1.jpg | images/gallery/Фото звіт 2025/18-2.jpg,Дата из сайта; даты события и Facebook-публикации независимо не проверены. В записи нет ссылки на исходный Facebook-пост.
2025-01-16,Відновлення героїв: підтримка у реабілітаційному центрі,reports,partners,already_on_live_site,https://avku.org/reports/#report-report-2025-rehab-center-support,apps/web/src/content/reports/report-2025-rehab-center-support.md,,,5,images/gallery/Фото звіт 2025/19-1.jpg | images/gallery/Фото звіт 2025/19-2.jpg | images/gallery/Фото звіт 2025/19-3.jpg | images/gallery/Фото звіт 2025/19-4.jpg | images/gallery/Фото звіт 2025/19-5.jpg,Дата из сайта; даты события и Facebook-публикации независимо не проверены. В записи нет ссылки на исходный Facebook-пост.
2025-01-20,Допомога 159 ОМБр: звіт Ростислава Кирницького,reports,zsu,already_on_live_site,https://avku.org/reports/#report-report-2025-159ombrigade-kyrnytskyi,apps/web/src/content/reports/report-2025-159ombrigade-kyrnytskyi.md,,,2,images/gallery/Фото звіт 2025/20-1.jpg | images/gallery/Фото звіт 2025/20-2.jpg,Дата из сайта; даты события и Facebook-публикации независимо не проверены. В записи нет ссылки на исходный Facebook-пост.
2025-01-21,«Сурми звитяги»: фестиваль до Дня Соборності,reports,partners,already_on_live_site,https://avku.org/reports/#report-report-2025-surmy-zvytyahy-desantnyk,apps/web/src/content/reports/report-2025-surmy-zvytyahy-desantnyk.md,,,4,images/gallery/Фото звіт 2025/21-1.jpg | images/gallery/Фото звіт 2025/21-3.jpg | images/gallery/Фото звіт 2025/21-2.jpg | images/gallery/Фото звіт 2025/21-4.jpg,Дата из сайта; даты события и Facebook-публикации независимо не проверены. В записи нет ссылки на исходный Facebook-пост.
2025-01-22,«Сурми звитяги»: 150 дітей об’єдналися піснею до Дня Соборності,reports,partners,already_on_live_site,https://avku.org/reports/#report-report-2025-surmy-zvytyahy-contest-unity,apps/web/src/content/reports/report-2025-surmy-zvytyahy-contest-unity.md,,,7,images/gallery/Фото звіт 2025/25-1.jpg | images/gallery/Фото звіт 2025/25-2.jpg | images/gallery/Фото звіт 2025/25-3.jpg | images/gallery/Фото звіт 2025/25-4.jpg | images/gallery/Фото звіт 2025/25-5.jpg | images/gallery/Фото звіт 2025/25-6.jpg | images/gallery/Фото звіт 2025/25-7.jpg,Дата из сайта; даты события и Facebook-публикации независимо не проверены. В записи нет ссылки на исходный Facebook-пост.
2025-01-22,Домашня випічка для поранених: тепло і турбота,reports,partners,already_on_live_site,https://avku.org/reports/#report-report-2025-sviatoshyn-rehab-baking,apps/web/src/content/reports/report-2025-sviatoshyn-rehab-baking.md,,,6,images/gallery/Фото звіт 2025/22-1.jpg | images/gallery/Фото звіт 2025/22-2.jpg | images/gallery/Фото звіт 2025/22-3.jpg | images/gallery/Фото звіт 2025/22-4.jpg | images/gallery/Фото звіт 2025/22-5.jpg | images/gallery/Фото звіт 2025/22-6.jpg,Дата из сайта; даты события и Facebook-публикации независимо не проверены. В записи нет ссылки на исходный Facebook-пост.
2025-01-28,"Харчування, сітки та ліки: важлива допомога на передову",reports,partners,already_on_live_site,https://avku.org/reports/#report-report-2025-frontline-essentials-delivery,apps/web/src/content/reports/report-2025-frontline-essentials-delivery.md,,,1,images/gallery/Фото звіт 2025/26.jpg,Дата из сайта; даты события и Facebook-публикации независимо не проверены. В записи нет ссылки на исходный Facebook-пост.
2025-01-31,Святошинський центр діє: відправка допомоги на фронт,reports,partners,already_on_live_site,https://avku.org/reports/#report-report-2025-sviatoshyn-aglotkov-aid-jan,apps/web/src/content/reports/report-2025-sviatoshyn-aglotkov-aid-jan.md,,,7,images/gallery/Фото звіт 2025/30-1.jpg | images/gallery/Фото звіт 2025/30-2.jpg | images/gallery/Фото звіт 2025/30-3.jpg | images/gallery/Фото звіт 2025/30-4.jpg | images/gallery/Фото звіт 2025/30-5.jpg | images/gallery/Фото звіт 2025/30-6.jpg | images/gallery/Фото звіт 2025/30-7.jpg,Дата из сайта; даты события и Facebook-публикации независимо не проверены. В записи нет ссылки на исходный Facebook-пост.
2025-02-01,"Дуже холодно, але дуже треба: плетемо сітки!",reports,zsu,already_on_live_site,https://avku.org/reports/#report-report-2025-svyatoshynski-nets-feb,apps/web/src/content/reports/report-2025-svyatoshynski-nets-feb.md,,,7,images/gallery/Фото звіт 2025/625091673_26594554966811906_2399399028494990908_n.jpg | images/gallery/Фото звіт 2025/626865141_26594557673478302_8723019799670249433_n.jpg | images/gallery/Фото звіт 2025/625421861_26594557400144996_1105459542201377298_n.jpg | images/gallery/Фото звіт 2025/624578822_26594568483477221_9013316110742581802_n.jpg | images/gallery/Фото звіт 2025/624431212_26594566326810770_1925889987347428928_n.jpg | images/gallery/Фото звіт 2025/625834502_26594563413477728_7428381232314007214_n.jpg | images/gallery/Фото звіт 2025/624608229_26594561226811280_1392915805399784294_n.jpg,Дата из сайта; даты события и Facebook-публикации независимо не проверены. В записи нет ссылки на исходный Facebook-пост.
2025-02-03,Звіт від Ростислава Кирницького та потреби «Біличанських Котиків»,reports,partners,already_on_live_site,https://avku.org/reports/#report-report-2025-kyrnytskyi-bilychanski-needs,apps/web/src/content/reports/report-2025-kyrnytskyi-bilychanski-needs.md,,,4,images/gallery/Фото звіт 2025/32-1.jpg | images/gallery/Фото звіт 2025/32-2.jpg | images/gallery/Фото звіт 2025/32-3.jpg | images/gallery/Фото звіт 2025/32-4.jpg,Дата из сайта; даты события и Facebook-публикации независимо не проверены. В записи нет ссылки на исходный Facebook-пост.
2025-02-03,Підтримка морпіхів: звіт від Ростислава Кирницького,reports,partners,already_on_live_site,https://avku.org/reports/#report-report-2025-marines-kyrnytskyi,apps/web/src/content/reports/report-2025-marines-kyrnytskyi.md,,,1,images/gallery/Фото звіт 2025/31.jpg,Дата из сайта; даты события и Facebook-публикации независимо не проверены. В записи нет ссылки на исходный Facebook-пост.
2025-02-04,Єднання сил: меморандум зі «Святошинськими маскувальними сіточками»,reports,partners,already_on_live_site,https://avku.org/reports/#report-report-2025-memorandum-sviatoshyn-nets,apps/web/src/content/reports/report-2025-memorandum-sviatoshyn-nets.md,,,5,images/gallery/Фото звіт 2025/35-1.jpg | images/gallery/Фото звіт 2025/35-2.jpg | images/gallery/Фото звіт 2025/35-3.jpg | images/gallery/Фото звіт 2025/35-4.jpg | images/gallery/Фото звіт 2025/35-5.jpg,Дата из сайта; даты события и Facebook-публикации независимо не проверены. В записи нет ссылки на исходный Facebook-пост.
2025-02-04,Вісточка від танкістів: тепло душі у кожній сітці,reports,zsu,already_on_live_site,https://avku.org/reports/#report-report-2025-tank-crew-feedback,apps/web/src/content/reports/report-2025-tank-crew-feedback.md,,,1,images/gallery/Фото звіт 2025/34.jpg,Дата из сайта; даты события и Facebook-публикации независимо не проверены. В записи нет ссылки на исходный Facebook-пост.
2025-02-09,Зустріч з капеланом 116 ОМБр: передали важливу допомогу,reports,zsu,already_on_live_site,https://avku.org/reports/#report-report-2025-116ombr-chaplain-aid,apps/web/src/content/reports/report-2025-116ombr-chaplain-aid.md,,,4,images/gallery/Фото звіт 2025/490135245_2080870802380733_4795921814108916999_n.jpg | images/gallery/Фото звіт 2025/489897613_2080870809047399_2225442386295910844_n.jpg | images/gallery/Фото звіт 2025/489533697_2080870875714059_4230991322243287276_n.jpg | images/gallery/Фото звіт 2025/489747397_2080871202380693_1119308479303962184_n.jpg,Дата из сайта; даты события и Facebook-публикации независимо не проверены. В записи нет ссылки на исходный Facebook-пост.
2025-02-09,Десятий «Mavic» на фронт: допомога 56-й бригаді від громади храму,reports,zsu,already_on_live_site,https://avku.org/reports/#report-report-2025-mavic-znamennia-56oshbr,apps/web/src/content/reports/report-2025-mavic-znamennia-56oshbr.md,,,4,images/gallery/Фото звіт 2025/512726371_9879236868869204_9206637046520168159_n.jpg | images/gallery/Фото звіт 2025/512686958_9879236908869200_2373064969843804502_n.jpg | images/gallery/Фото звіт 2025/511192345_9879236905535867_685877273292845428_n.jpg | images/gallery/Фото звіт 2025/511148694_9879236858869205_965900458754901737_n.jpg,Дата из сайта; даты события и Facebook-публикации независимо не проверены. В записи нет ссылки на исходный Facebook-пост.
2025-02-09,Смаколики для поранених: візит у реабілітаційний центр,reports,partners,already_on_live_site,https://avku.org/reports/#report-report-2025-sviatoshyn-rehab-pizza-feb,apps/web/src/content/reports/report-2025-sviatoshyn-rehab-pizza-feb.md,,,7,images/gallery/Фото звіт 2025/482319025_1708007036768015_4104783745224137619_n.jpg | images/gallery/Фото звіт 2025/482324849_1708006296768089_1577253390703166843_n.jpg | images/gallery/Фото звіт 2025/483511204_1708006286768090_9093847819398880399_n.jpg | images/gallery/Фото звіт 2025/483962272_1708005453434840_19980967612811050_n.jpg | images/gallery/Фото звіт 2025/482809097_1708006533434732_5458603386930327049_n.jpg | images/gallery/Фото звіт 2025/484070881_1708007530101299_8431380563067571752_n.jpg | images/gallery/Фото звіт 2025/482077869_1708005856768133_3632931063421855914_n.jpg,Дата из сайта; даты события и Facebook-публикации независимо не проверены. В записи нет ссылки на исходный Facebook-пост.
2025-02-14,Медикаменти для реабілітації та допомога фронту,reports,partners,already_on_live_site,https://avku.org/reports/#report-report-2025-sviatoshyn-rehab-meds-feb14,apps/web/src/content/reports/report-2025-sviatoshyn-rehab-meds-feb14.md,,,5,images/gallery/Фото звіт 2025/484332183_1711937779708274_5269501590264202253_n.jpg | images/gallery/Фото звіт 2025/484286671_1711938599708192_5133101958526957908_n.jpg | images/gallery/Фото звіт 2025/484092603_1711939596374759_843569069542037613_n.jpg | images/gallery/Фото звіт 2025/484023419_1711937543041631_5993870054311779001_n.jpg | images/gallery/Фото звіт 2025/484985052_1711936796375039_3766685540142267649_n.jpg,Дата из сайта; даты события и Facebook-публикации независимо не проверены. В записи нет ссылки на исходный Facebook-пост.
2025-02-17,FPV дрони на фронт: підтримка від Богдана Колодія та Святошинського центру,reports,zsu,already_on_live_site,https://avku.org/reports/#report-report-2025-fpv-sviatoshyn-aglotkov,apps/web/src/content/reports/report-2025-fpv-sviatoshyn-aglotkov.md,,,1,images/gallery/Фото звіт 2025/485118572_1722166621701051_8274130033924500472_n.jpg,Дата из сайта; даты события и Facebook-публикации независимо не проверены. В записи нет ссылки на исходный Facebook-пост.
2025-02-21,Авто з Німеччини: підготовка «коліс» для фронту,reports,zsu,already_on_live_site,https://avku.org/reports/#report-report-2025-car-germany-preparation,apps/web/src/content/reports/report-2025-car-germany-preparation.md,,,4,images/gallery/Фото звіт 2025/480672392_1153621836413825_9116466952842440329_n.jpg | images/gallery/Фото звіт 2025/480563146_1153621883080487_1756285930858742880_n.jpg | images/gallery/Фото звіт 2025/480575853_1153621939747148_1914549227410233234_n.jpg | images/gallery/Фото звіт 2025/480518585_1153621979747144_6709474929018143879_n.jpg,Дата из сайта; даты события и Facebook-публикации независимо не проверены. В записи нет ссылки на исходный Facebook-пост.
2025-02-21,Сила єдності: чергова допомога вже у Захисників,reports,partners,already_on_live_site,https://avku.org/reports/#report-report-2025-partners-unity-delivery,apps/web/src/content/reports/report-2025-partners-unity-delivery.md,,,5,images/gallery/Фото звіт 2025/489449798_2080892945711852_432425032394829215_n.jpg | images/gallery/Фото звіт 2025/489780399_2080892845711862_2235901993415549866_n.jpg | images/gallery/Фото звіт 2025/489800080_2080892929045187_9089974667798883510_n.jpg | images/gallery/Фото звіт 2025/489769056_2080892952378518_901804054825855674_n.jpg | images/gallery/Фото звіт 2025/488710792_2080892935711853_8250146218765692527_n.jpg,Дата из сайта; даты события и Facebook-публикации независимо не проверены. В записи нет ссылки на исходный Facebook-пост.
2025-02-24,Автівка та дитячі обереги: успішна доставка на фронт,reports,zsu,already_on_live_site,https://avku.org/reports/#report-report-2025-car-delivery-happy-childhood,apps/web/src/content/reports/report-2025-car-delivery-happy-childhood.md,,,6,images/gallery/Фото звіт 2025/480727383_1155704682872207_5065497293715656250_n.jpg | images/gallery/Фото звіт 2025/480575486_1155704639538878_8986841099557970138_n.jpg | images/gallery/Фото звіт 2025/480819418_1155704586205550_3202133775651010493_n.jpg | images/gallery/Фото звіт 2025/480639219_1155704552872220_8006947518165839556_n.jpg | images/gallery/Фото звіт 2025/480627446_1155704522872223_6715224826327995959_n.jpg | images/gallery/Фото звіт 2025/481073841_1155704466205562_8198536738827738638_n.jpg,Дата из сайта; даты события и Facebook-публикации независимо не проверены. В записи нет ссылки на исходный Facebook-пост.
2025-02-25,Успішна місія: авто та допомога вже у військових,reports,zsu,already_on_live_site,https://avku.org/reports/#report-report-2025-car-delivery-success-feb25,apps/web/src/content/reports/report-2025-car-delivery-success-feb25.md,,,5,images/gallery/Фото звіт 2025/481244741_1156709169438425_699900977513901162_n.jpg | images/gallery/Фото звіт 2025/480837744_1156709102771765_8373964633172396404_n.jpg | images/gallery/Фото звіт 2025/481205048_1156709346105074_4101254297161786966_n.jpg | images/gallery/Фото звіт 2025/481097857_1156709286105080_4546323473765705292_n.jpg | images/gallery/Фото звіт 2025/481087662_1156709232771752_6864180965608810394_n.jpg,Дата из сайта; даты события и Facebook-публикации независимо не проверены. В записи нет ссылки на исходный Facebook-пост.
2025-02-27,Продукти та турбота: допомога реабілітаційному центру,reports,partners,already_on_live_site,https://avku.org/reports/#report-report-2025-sviatoshyn-rehab-food-feb27,apps/web/src/content/reports/report-2025-sviatoshyn-rehab-food-feb27.md,,,4,images/gallery/Фото звіт 2025/486789648_1721957958706256_8169137814885527206_n.jpg | images/gallery/Фото звіт 2025/486636851_1721959435372775_6089426845795411409_n.jpg | images/gallery/Фото звіт 2025/487121560_1721961382039247_4448418181463372517_n.jpg | images/gallery/Фото звіт 2025/487538282_1721957008706351_4045896157981505758_n.jpg,Дата из сайта; даты события и Facebook-публикации независимо не проверены. В записи нет ссылки на исходный Facebook-пост.
2025-03-01,Борітеся — поборете! Гуманітарна допомога нашим Героям,reports,zsu,already_on_live_site,https://avku.org/reports/#report-report-2025-heroes-support-march1,apps/web/src/content/reports/report-2025-heroes-support-march1.md,,,5,images/gallery/Фото звіт 2025/489122789_2080952115705935_7451752654011433679_n.jpg | images/gallery/Фото звіт 2025/489439322_2080952019039278_7992848436747636687_n.jpg | images/gallery/Фото звіт 2025/489776225_2080952072372606_8577348371702773215_n.jpg | images/gallery/Фото звіт 2025/489382193_2080951842372629_7999543078067297669_n.jpg | images/gallery/Фото звіт 2025/489588274_2080952105705936_5710197869134160919_n.jpg,Дата из сайта; даты события и Facebook-публикации независимо не проверены. В записи нет ссылки на исходный Facebook-пост.
