legacy_id,date_in_legacy_data,title,category_in_legacy_data,summary,status,facebook_source,media_files,reason
report-2025-epiphany-znamennia,2025-01-04,Богоявлення: духовне звернення громади «Знамення»,partners,"Партнери з храму «Знамення» звернулися з нагоди Богоявлення, закликавши до молитви за очищення та перемогу. Дякуємо громаді за духовну підтримку та служіння на благо України.",requires_source_and_episode_review,,images/gallery/Фото звіт 2025/6.jpg,Нет Markdown-записи с этим ID; это не доказывает отсутствие эпизода в других материалах сайта. Исходный Facebook-пост не подтверждён. Не импортировать автоматически.
report-2025-lidia-noskina-feedback,2025-01-04,Звістки від захисників: сила духу та щира вдячність,partners,"Партнери, зокрема Лідія Носкіна, отримали зворотний зв’язок від воїнів. Ці слова — свідчення життя та незламності. Дякуємо партнерам за людяність, постійну підтримку та віру. Нехай Господь оберігає кожного захисника.",requires_source_and_episode_review,,images/gallery/Фото звіт 2025/9-1.jpg | images/gallery/Фото звіт 2025/9-2.jpg | images/gallery/Фото звіт 2025/9-3.jpg,Нет Markdown-записи с этим ID; это не доказывает отсутствие эпизода в других материалах сайта. Исходный Facebook-пост не подтверждён. Не импортировать автоматически.
report-2025-kikimory-netting-fundraiser,2025-01-08,Збір на маскування: допомога «Борщагівським Кікіморам»,partners,Партнери оголосили терміновий збір 17 000 грн на сітку-основу для маскувального одягу. Важлива кожна гривня! Картка Приват (Грядунова Алла): 4149 4990 7874 8546. Дякуємо за захист наших воїнів.,requires_source_and_episode_review,,images/gallery/Фото звіт 2025/14-1.jpg | images/gallery/Фото звіт 2025/14-2.jpg | images/gallery/Фото звіт 2025/14-3.jpg | images/gallery/Фото звіт 2025/14-4.jpg,Нет Markdown-записи с этим ID; это не доказывает отсутствие эпизода в других материалах сайта. Исходный Facebook-пост не подтверждён. Не импортировать автоматически.
report-2025-rubizh-tools-support,2025-01-10,Інструменти для підрозділу «РУБІЖ»: важливий збір,zsu,"Партнери оголосили збір на два набори інструментів для виконання бойових завдань підрозділом «РУБІЖ». Дякуємо всім, хто допомагає забезпечувати захисників необхідним обладнанням для наближення Перемоги.",requires_source_and_episode_review,,images/gallery/Фото звіт 2025/15-1.jpg | images/gallery/Фото звіт 2025/15-2.jpg | images/gallery/Фото звіт 2025/15-3.jpg | images/gallery/Фото звіт 2025/15-4.jpg,Нет Markdown-записи с этим ID; это не доказывает отсутствие эпизода в других материалах сайта. Исходный Facebook-пост не подтверждён. Не импортировать автоматически.
report-2025-christmas-drones-car,2025-01-11,Конвеєр Різдвяних Дронів та авто: важливий збір,zsu,"Партнери збирають кошти на дрони та автомобіль для підрозділу. Ваша допомога — це захист і мобільність наших воїнів. Дрони: https://send.monobank.ua/jar/8W7oysNQJV, Авто: https://www.privat24.ua/send/2lbjd.",requires_source_and_episode_review,,images/gallery/Фото звіт 2025/16.jpg,Нет Markdown-записи с этим ID; это не доказывает отсутствие эпизода в других материалах сайта. Исходный Facebook-пост не подтверждён. Не импортировать автоматически.
report-2025-surma-interview,2025-01-25,Голос волонтерів у США: інтерв’ю газеті «Сурма»,partners,"Партнери з газети «Сурма» та Діана Царук поспілкувалися з головою Асоціації Богданом Колодієм. Розповіли про команду, проєкти та спільну боротьбу. Матеріал побачать у кількох штатах США. Дякуємо за інформаційну підтримку!",requires_source_and_episode_review,,images/gallery/Фото звіт 2025/24.jpg,Нет Markdown-записи с этим ID; это не доказывает отсутствие эпизода в других материалах сайта. Исходный Facebook-пост не подтверждён. Не импортировать автоматически.
report-2025-kruty-heroes-remembrance,2025-01-29,Пам’яті Героїв Крут: історичний урок від партнерів,partners,"Разом з парафією «Введення в храм Пресвятої Богородиці» вшановуємо Героїв Крут. 107 років тому і сьогодні ворог той самий, але наша жага до волі незмінна. Дякуємо партнерам за збереження пам’яті. Вічна шана полеглим.",requires_source_and_episode_review,,images/gallery/Фото звіт 2025/28.jpg,Нет Markdown-записи с этим ID; это не доказывает отсутствие эпизода в других материалах сайта. Исходный Facebook-пост не подтверждён. Не импортировать автоматически.
report-2025-three-years-resistance,2025-01-29,Три роки супротиву: сила єдності та надія,partners,"Майже три роки боротьби змінили нас: ми стали сильнішими, хоч і пізнали біль втрат. Дякуємо кожному, хто тримає тил, і партнерам АВК за відчуття великої родини. Життя триває з надією на зустріч. Разом до Перемоги!",requires_source_and_episode_review,,images/gallery/Фото звіт 2025/27-1.jpg | images/gallery/Фото звіт 2025/27-2.jpg,Нет Markdown-записи с этим ID; это не доказывает отсутствие эпизода в других материалах сайта. Исходный Facebook-пост не подтверждён. Не импортировать автоматически.
report-2025-epiphanius-greeting,2025-02-03,Вітання Блаженнішому Митрополиту Епіфанію,partners,"Асоціація щиро вітає Митрополита Епіфанія. Бажаємо здоров’я, мудрості та Божої благодаті для служіння Церкві, ЗСУ та народу України. Нехай Господь дарує мир та наснагу у святій справі.",requires_source_and_episode_review,,images/gallery/Фото звіт 2025/33.jpg,Нет Markdown-записи с этим ID; это не доказывает отсутствие эпизода в других материалах сайта. Исходный Facebook-пост не подтверждён. Не импортировать автоматически.
report-2025-dance-parental-support,2025-03-25,Батьківська підтримка: ключ до успіху юних талантів,partners,"Танці — це не лише рух, а й емоції та дисципліна. Наші партнери наголошують: найважливіше для дитини — це віра батьків. Дякуємо танцювальним студіям та наставникам за натхнення, а родинам — за підтримку розвитку дітей.",requires_source_and_episode_review,,images/gallery/Фото звіт 2025/486792317_18492387769026263_1337100474450544186_n.jpg | images/gallery/Фото звіт 2025/486623788_18492387748026263_7778219441773475483_n.jpg | images/gallery/Фото звіт 2025/485649865_18492387787026263_7032950983127555221_n.jpg | images/gallery/Фото звіт 2025/486381339_18492387760026263_9012549362288256875_n.jpg | images/gallery/Фото звіт 2025/486452253_18492387778026263_5250918846813429116_n.jpg,Нет Markdown-записи с этим ID; это не доказывает отсутствие эпизода в других материалах сайта. Исходный Facebook-пост не подтверждён. Не импортировать автоматически.
report-2025-bilychanski-kotyky-feedback-apr2,2025-04-02,"Слова, що надихають: звіт від «Біличанських Котиків»",partners,Отримали теплий зворотний зв’язок від команди «Біличанські Котики» та захисників. Дякуємо Ростиславу Кирницькому за слова підтримки. Ваша віра та єдність надихають. Хай молитви бережуть наших воїнів. Разом до Перемоги!,requires_source_and_episode_review,,images/gallery/Фото звіт 2025/488641588_1584000602299267_8538706781352066753_n.jpg | images/gallery/Фото звіт 2025/488332304_1584000578965936_5456679139757538156_n.jpg | images/gallery/Фото звіт 2025/488368614_1584000432299284_1863675841610176158_n.jpg,Нет Markdown-записи с этим ID; это не доказывает отсутствие эпизода в других материалах сайта. Исходный Facebook-пост не подтверждён. Не импортировать автоматически.
report-2025-3years-volunteering,2025-04-03,3 роки як один день: невтомна праця волонтерів,partners,"Минуло три роки з найтяжчих днів оборони Києва. Наші партнери працювали під обстрілами тоді і не зупиняються сьогодні. Або воюєш, або допомагаєш — боротьба триває. Дякуємо за витримку та відданість Україні!",requires_source_and_episode_review,,images/gallery/Фото звіт 2025/488660722_1726477454920973_7750195552623027548_n.jpg | images/gallery/Фото звіт 2025/488760801_1726477468254305_1137539995235066498_n.jpg | images/gallery/Фото звіт 2025/488203495_1726477458254306_7526989158198848308_n.jpg | images/gallery/Фото звіт 2025/488886799_1726477551587630_8706893635552443257_n.jpg | images/gallery/Фото звіт 2025/488905099_1726477541587631_8421630750497665682_n.jpg | images/gallery/Фото звіт 2025/488194416_1726477464920972_4970582216653834522_n.jpg,Нет Markdown-записи с этим ID; это не доказывает отсутствие эпизода в других материалах сайта. Исходный Facebook-пост не подтверждён. Не импортировать автоматически.
report-2025-bogdan-kolodiy-birthday,2025-06-12,42 роки досвіду та відданості: день народження Богдана Колодія,partners,"Сьогодні керівник Асоціації Богдан Колодій відзначає 42-річчя. Це шлях перемог, викликів та щирої вдячності батькам, родині та друзям. Дякуємо за приклад відповідальності та невтомну працю заради вільної України. Разом будуємо наше спільне майбутнє! Слава Україні!",requires_source_and_episode_review,,images/gallery/Фото звіт 2025/505903148_2133469913787488_8335823946501954411_n.jpg,Нет Markdown-записи с этим ID; это не доказывает отсутствие эпизода в других материалах сайта. Исходный Facebook-пост не подтверждён. Не импортировать автоматически.
report-2025-liudmyla-chu-support-aug3,2025-08-03,Замість відпочинку — допомога: незламність Людмили Чу,partners,"Війна знову змінила плани на відпочинок, але не змінила прагнення допомагати. Наша партнерка Людмила Чу продовжує невтомно підтримувати тих, хто цього потребує. Асоціація щиро дякує за таку відданість. Ми вас дуже цінуємо! Разом до перемоги!",requires_source_and_episode_review,,images/gallery/Фото звіт 2025/527019285_1670454270320566_9165384143635416006_n.jpg | images/gallery/Фото звіт 2025/527716382_1670454336987226_4380780723158474797_n.jpg | images/gallery/Фото звіт 2025/527095342_1670454306987229_4131425645587920419_n.jpg,Нет Markdown-записи с этим ID; это не доказывает отсутствие эпизода в других материалах сайта. Исходный Facebook-пост не подтверждён. Не импортировать автоматически.
report-2025-in-memoriam-oleksandr-nedbaylo,2025-08-19,Світла пам'ять Недбайлу Олександру Борисовичу,partners,"Сьогодні ми сумуємо через втрату наставника, друга та справжньої Людини — Олександра Борисовича Недбайла. Його відданість справі та мудрість назавжди залишаться в серцях колег, учнів та волонтерської спільноти. Асоціація волонтерських команд України висловлює глибокі співчуття родині та близьким. Царство Небесне та вічна пам'ять.",requires_source_and_episode_review,,images/gallery/Фото звіт 2025/515506635_2191282041339608_4002746509129315008_n.jpg,Нет Markdown-записи с этим ID; это не доказывает отсутствие эпизода в других материалах сайта. Исходный Facebook-пост не подтверждён. Не импортировать автоматически.
report-2025-state-flag-day-kikimory,2025-08-23,З Днем Державного Прапора України! Символ свободи та незламності,events,"Сьогодні вітаємо всіх зі святом Державного Прапора України! Наш стяг майорить по всьому світу, нагадуючи про свободу, відвагу та незламність українців. Дякуємо Волонтерському Гурту 'Борщагівські Кікімори' та Аллі Грядуновій за активну участь у цій важливій ініціативі. Нехай наш прапор надихає та оберігає Україну!",requires_source_and_episode_review,,images/gallery/Фото звіт 2025/538078369_24107102185655805_1324608235204060149_n.jpg | images/gallery/Фото звіт 2025/537195881_24107101375655886_8238241133468904127_n.jpg | images/gallery/Фото звіт 2025/537862359_24107096642323026_1388788431491700276_n.jpg | images/gallery/Фото звіт 2025/536281743_24107100812322609_1822665042258522284_n.jpg | images/gallery/Фото звіт 2025/536272090_24107100612322629_968934498815553603_n.jpg | images/gallery/Фото звіт 2025/536282813_24107100315655992_8639596285905039139_n.jpg | images/gallery/Фото звіт 2025/536272149_24107100065656017_7082528664518641643_n.jpg | images/gallery/Фото звіт 2025/536277560_24107099915656032_7471696665019465282_n.jpg | images/gallery/Фото звіт 2025/536272110_24107099732322717_9071741239975960015_n.jpg | images/gallery/Фото звіт 2025/537541153_24107104655655558_5126660253904031250_n.jpg,Нет Markdown-записи с этим ID; это не доказывает отсутствие эпизода в других материалах сайта. Исходный Facebook-пост не подтверждён. Не импортировать автоматически.
report-2025-independence-day-ukraine,2025-08-24,"34 роки Незалежності: свобода, що здобувається щодня",events,"Сьогодні ми відзначаємо 34-ту річницю Незалежності України. Дякуємо нашим Героям на фронті та кожному партнеру за невтомну підтримку. Наша сила — в єдності, а кожен внесок наближає Перемогу. Разом вистоїмо і переможемо. Слава Україні! 💙💛",requires_source_and_episode_review,,images/gallery/Фото звіт 2025/538455977_2195099167624562_5110760069711371173_n.jpg,Нет Markdown-записи с этим ID; это не доказывает отсутствие эпизода в других материалах сайта. Исходный Facebook-пост не подтверждён. Не импортировать автоматически.
report-2025-bilychanski-kotyky-smiles-aug26,2025-08-26,Посмішка як символ незламності: будні Біличанських Котиків,partners,"Попри втому та щоденні турботи, посмішка залишається візитною карткою команди «Біличанські Котики». Асоціація інформує про результати нашої спільної праці та висловлює щиру подяку партнерам за підтримку. Ваша допомога робить ці посмішки можливими. Працюємо далі заради Перемоги! 🇺🇦💪",requires_source_and_episode_review,,images/gallery/Фото звіт 2025/539763409_1687597301939596_9127708667030988871_n.jpg | images/gallery/Фото звіт 2025/540012586_1687597255272934_4918100770349023990_n.jpg | images/gallery/Фото звіт 2025/538260959_1687597441939582_3334980321276098286_n.jpg | images/gallery/Фото звіт 2025/534918575_1687597408606252_6650545058417808461_n.jpg | images/gallery/Фото звіт 2025/539069767_1687597368606256_5269100200047648017_n.jpg,Нет Markdown-записи с этим ID; это не доказывает отсутствие эпизода в других материалах сайта. Исходный Facebook-пост не подтверждён. Не импортировать автоматически.
report-2025-independence-day-volunteers-congratulations,2025-08-26,Вітання для найкращих: День Незалежності у колі волонтерів,events,"Асоціація щиро вітає всіх волонтерів із Днем Незалежності! Дякуємо за вашу самовідданість, невтомну працю та безмежну любов до України. Ви — ті люди, завдяки яким ми обов'язково збережемо нашу незалежність та здобудемо Перемогу. Зі святом, дорогі друзі! Слава Україні!",requires_source_and_episode_review,,images/gallery/Фото звіт 2025/539133667_2197282230739589_3933038842170354369_n.jpg | images/gallery/Фото звіт 2025/538508436_2197282417406237_4130147694910614765_n.jpg | images/gallery/Фото звіт 2025/539729486_2197282344072911_2312603946202557887_n.jpg | images/gallery/Фото звіт 2025/539720183_2197282410739571_6949187688996168010_n.jpg | images/gallery/Фото звіт 2025/540240764_2197282490739563_6761868333397248927_n.jpg | images/gallery/Фото звіт 2025/539126778_2197282454072900_7704718241736084687_n.jpg | images/gallery/Фото звіт 2025/540549517_2197282460739566_4721282895633733108_n.jpg | images/gallery/Фото звіт 2025/538766584_2197282384072907_1588028376014139437_n.jpg | images/gallery/Фото звіт 2025/540125553_2197282264072919_8345103257439619486_n.jpg | images/gallery/Фото звіт 2025/540036538_2197282500739562_6666246264094234159_n.jpg,Нет Markdown-записи с этим ID; это не доказывает отсутствие эпизода в других материалах сайта. Исходный Facebook-пост не подтверждён. Не импортировать автоматически.
report-2025-birthday-svyatoslav-syrota,2025-10-04,"З Днем народження, Святославе Сирото! Вітання легенді та захиснику",events,"Асоціація волонтерських команд України щиро вітає Святослава Сироту. Спортсмен, воїн-захисник та наставник молоді у ДЮСШ №26 — він є прикладом незламності для кожного. Бажаємо міцного здоров’я, нових звершень та вдячних вихованців. Дякуємо партнерам за допомогу в організації цього світлого привітання!",requires_source_and_episode_review,,images/gallery/Фото звіт 2025/558555083_2231248044009674_7529103619646826987_n.jpg,Нет Markdown-записи с этим ID; это не доказывает отсутствие эпизода в других материалах сайта. Исходный Facebook-пост не подтверждён. Не импортировать автоматически.
report-2025-christmas-action-borshchahivka,2025-10-14,Акція «Подарунок під подушку!»: готуємо різдвяне тепло для ЗСУ,zsu,"Волонтерський гурт «Борщагівські Кікімори» разом із партнерами розпочинає збір подарунків для захисників на першому рубежі. Долучайтеся: смаколики, теплі речі, дитячі малюнки та донати допоможуть створити святковий настрій для наших героїв. Збір триває на Південній Борщагівці. Разом зігріємо серця наших воїнів! 🎄🇺🇦",requires_source_and_episode_review,,images/gallery/Фото звіт 2025/560151972_24564427879923231_4174086841722405226_n.jpg | images/gallery/Фото звіт 2025/559571866_24564424506590235_2796985724946000469_n.jpg | images/gallery/Фото звіт 2025/561721036_24564433273256025_260591747701487582_n.jpg | images/gallery/Фото звіт 2025/565935007_24564431676589518_2008420336240048383_n.jpg | images/gallery/Фото звіт 2025/561235147_24564430316589654_823451868201895197_n.jpg,Нет Markdown-записи с этим ID; это не доказывает отсутствие эпизода в других материалах сайта. Исходный Facebook-пост не подтверждён. Не импортировать автоматически.
report-2025-dshv-day-greeting,2025-11-08,З Днем Десантно-штурмових військ ЗСУ: вітаємо найкращих!,zsu,"Сьогодні ми відзначаємо День Десантно-штурмових військ. Асоціація волонтерських команд України вітає лицарів неба, які завжди перші там, де найважче. Дякуємо десантникам за їхню мужність, неймовірну відвагу та незламний дух. Пишаємося вами! Героям слава! 🇺🇦⚡",requires_source_and_episode_review,,images/gallery/Фото звіт 2025/577779091_2263770790757399_6730908590904641757_n.jpg | images/gallery/Фото звіт 2025/578257641_2263770774090734_4236782368435196334_n.jpg | images/gallery/Фото звіт 2025/578972050_2263770810757397_4644557301666641527_n.jpg,Нет Markdown-записи с этим ID; это не доказывает отсутствие эпизода в других материалах сайта. Исходный Facebook-пост не подтверждён. Не импортировать автоматически.
report-2025-kharkiv-visit-dafi-ignatenko,2025-11-11,Харків: незламність у кожному кроці,partners,"У Харкові разом із партнером Валіком Ігнатенком відвідали ТРЦ «Дафі». Нагадуємо собі та світу: Перемога — це здатність тримати удар і не втрачати віри, попри все. Асоціація щиро дякує партнерам за підтримку, яка дарує натхнення рухатися далі до нашої спільної мети. Разом ми сильніші! 🇺🇦",requires_source_and_episode_review,,images/gallery/Фото звіт 2025/582414915_3612837022181105_6312106382320353684_n.jpg,Нет Markdown-записи с этим ID; это не доказывает отсутствие эпизода в других материалах сайта. Исходный Facebook-пост не подтверждён. Не импортировать автоматически.
report-2025-dignity-and-freedom-day,2025-11-21,З Днем Гідності та Свободи: незламність українського духу,events,"З 2014 по 2025 рік українці стоять у молитві та боротьбі за свої домівки та майбутнє держави. Асоціація волонтерських команд України вітає зі святом та висловлює щиру подяку всім партнерам, які щоденно підтримують захисників і тил. Дякуємо кожному, хто залишається поруч. Гідність і свобода — у нашому ДНК. Разом до Перемоги! 🇺🇦",requires_source_and_episode_review,,images/gallery/Фото звіт 2025/586363832_3624102457721228_7584853255109923410_n.jpg | images/gallery/Фото звіт 2025/586716303_3624102297721244_5100444907283546361_n.jpg | images/gallery/Фото звіт 2025/584073254_3624102417721232_3402498807777940525_n.jpg | images/gallery/Фото звіт 2025/586346217_3624102364387904_353566625649926868_n.jpg | images/gallery/Фото звіт 2025/586786632_3624102311054576_8058167553525257851_n.jpg | images/gallery/Фото звіт 2025/587947911_3624102397721234_3479781822660462057_n.jpg,Нет Markdown-записи с этим ID; это не доказывает отсутствие эпизода в других материалах сайта. Исходный Facebook-пост не подтверждён. Не импортировать автоматически.
report-2025-prosecution-day-greeting,2025-12-01,Вітання до Дня працівників прокуратури та подяка партнерам,partners,"Вітаємо працівників Прокуратури України з професійним святом! ⚖️ Асоціація висловлює щиру вдячність нашим партнерам — Філії ДУ «Центр пробації» у м. Києві та Київській області — за конструктивну співпрацю у забезпеченні законності та підтримці громадян. Бажаємо колегам професійних успіхів, витримки та нових результативних здобутків на благо нашої держави!",requires_source_and_episode_review,,images/gallery/Фото звіт 2025/594996686_722331007595394_1873976713681251482_n.jpg,Нет Markdown-записи с этим ID; это не доказывает отсутствие эпизода в других материалах сайта. Исходный Facebook-пост не подтверждён. Не импортировать автоматически.
report-2026-new-year-greeting,2026-01-01,"З Новим 2026 роком! Світло, надія та вдячність партнерам",events,"Асоціація волонтерських команд України щиро вітає всіх із Новим 2026 роком! Ми дякуємо нашим партнерам за те, що вони допомагають створювати світло та радість навіть у непрості часи. Бажаємо кожній родині натхнення, любові та лише добрих новин у нашій вільній і мирній Україні. Нехай цей рік стане родом здійснення найзаповітніших мрій! 🇺🇦✨",requires_source_and_episode_review,,images/gallery/Фото звіт 2025/605821056_2307518606382617_8014098294117913701_n.jpg,Нет Markdown-записи с этим ID; это не доказывает отсутствие эпизода в других материалах сайта. Исходный Facebook-пост не подтверждён. Не импортировать автоматически.
report-2026-new-year-light-jan05,2026-01-05,Світло та радість Нового року: вітання від Асоціації та партнерів,events,"Асоціація волонтерських команд України вітає всіх з Новим 2026 роком! Наші партнери долучаються до створення світла, радості та підтримки навколо нас, і ми інформуємо про їхні дії та висловлюємо щиру подяку. Бажаємо, щоб цей рік був наповнений світлом, любов’ю, натхненням, дитячим сміхом, радістю та лише хорошими новинами — у мирній і вільній Україні! 🇺🇦✨",requires_source_and_episode_review,,images/gallery/Фото звіт 2025/611478130_2233123560825981_2387387828537372783_n.jpg | images/gallery/Фото звіт 2025/611382606_2233128234158847_1026354518361385464_n.jpg | images/gallery/Фото звіт 2025/611118159_2233127874158883_7590076479241746791_n.jpg | images/gallery/Фото звіт 2025/608915547_2233124357492568_8749326201579542227_n.jpg,Нет Markdown-записи с этим ID; это не доказывает отсутствие эпизода в других материалах сайта. Исходный Facebook-пост не подтверждён. Не импортировать автоматически.
report-2026-heavenly-hundred,2026-02-21,Вшанування пам’яті Героїв Небесної Сотні,news,20 лютого наші партнери вшанували пам’ять Героїв Небесної Сотні. Їхня жертва стала символом совісті нації та ціни свободи. Асоціація висловлює щиру подяку за збереження цієї пам’яті. Вічна пам’ять Героям.,requires_source_and_episode_review,,images/gallery/Фото звіт 2026/637773687_883602311233826_16028649389798267_n.jpg,Нет Markdown-записи с этим ID; это не доказывает отсутствие эпизода в других материалах сайта. Исходный Facebook-пост не подтверждён. Не импортировать автоматически.
report-2026-defenders-gratitude,2026-03-01,Щира вдячність нашим партнерам — Захисникам України,zsu,"Асоціація волонтерських команд України дякує Захисникам за мужність та незламність. Ми пам'ятаємо подвиги Віталія Скакуна, Олександра Мацієвського, Привида Києва та тисяч інших Героїв. Для перемоги та справедливого миру нам потрібні єдність, надійний тил і шана до кожного воїна.",requires_source_and_episode_review,,images/gallery/Фото звіт 2026/644501133_3735048336626639_2600992205899272392_n.jpg,Нет Markdown-записи с этим ID; это не доказывает отсутствие эпизода в других материалах сайта. Исходный Facebook-пост не подтверждён. Не импортировать автоматически.
report-2026-borshchahivski-kikimory-321,2026-03-21,Підтримаймо «Борщагівські Кікімори»,partners,"Асоціація волонтерських команд України інформує, що наші партнери — Волонтерський Гурт «Борщагівські Кікімори» — щодня допомагають нашим захисникам і працюють для захисту країни. Наразі команді потрібні донати та нові люди до осередку на Південній Борщагівці. Щиро дякуємо за відданість, працю та вагомий внесок у спільну справу.",requires_source_and_episode_review,,images/gallery/Фото звіт 2026/655610691_25960535186979153_7547288966289536171_n.jpg | images/gallery/Фото звіт 2026/655601438_25960536223645716_357865618022151897_n.jpg | images/gallery/Фото звіт 2026/653707879_25960537190312286_1848234899249466706_n.jpg | images/gallery/Фото звіт 2026/655431062_25960538160312189_1938270536137213966_n.jpg | images/gallery/Фото звіт 2026/653706354_25960539126978759_4403654580146854464_n.jpg | images/gallery/Фото звіт 2026/657330449_25960540240311981_5639476845062431580_n.jpg | images/gallery/Фото звіт 2026/656425383_25960541276978544_2767991356098680663_n.jpg | images/gallery/Фото звіт 2026/655401432_25960542013645137_6083308197764349875_n.jpg,Нет Markdown-записи с этим ID; это не доказывает отсутствие эпизода в других материалах сайта. Исходный Facebook-пост не подтверждён. Не импортировать автоматически.
